주소,위도,경도
구좌읍,33.521830988142796,126.85513852978615
구좌읍,33.52328261009767,126.8527863079067
구좌읍,33.55446756628781,126.74824971195513
구좌읍,33.52326782992906,126.8541374396475
구좌읍,33.52107836398326,126.85571774734929
구좌읍,33.52337695915876,126.85164830276769
구좌읍,33.523598089529656,126.85388669474858
구좌읍,33.52086157099667,126.85640059946311
구좌읍,33.52330198135862,126.85373628670789
구좌읍,33.55458413757312,126.74754732622203
구좌읍,33.49282854339431,126.89103477646499
구좌읍,33.52524347808421,126.85480324860774
구좌읍,33.529314883086116,126.83667376786183
구좌읍,33.5186360274692,126.88035441155522
구좌읍,33.55444815021089,126.74700432677531
구좌읍,33.47110992918206,126.78364958656927
구좌읍,33.555865533009616,126.7517289046088
구좌읍,33.52524347808421,126.85480324860774
구좌읍,33.55570218715618,126.79269508165945
구좌읍,33.55330803055959,126.70690861329862
구좌읍,33.521373529209406,126.85301903314179
구좌읍,33.527555671259606,126.8527116832421
구좌읍,33.5547941470341,126.79575544090095
구좌읍,33.52328261009767,126.8527863079067
구좌읍,33.520830304358135,126.85587230635286
구좌읍,33.5232997516908,126.85295500909173
구좌읍,33.52330198135862,126.85373628670789
구좌읍,33.523534529963406,126.85280476003383
구좌읍,33.54239981148359,126.80926434130453
구좌읍,33.552278952287644,126.78649259889957
구좌읍,33.45724059598553,126.76950357172878
구좌읍,33.50090405194604,126.88078443447091
구좌읍,33.42505156739211,126.74232007300047
구좌읍,33.5186360274692,126.88035441155522
구좌읍,33.53910662445094,126.82303313890534
구좌읍,33.555865533009616,126.7517289046088
구좌읍,33.52223380139936,126.85019174648319
구좌읍,33.47110992918206,126.78364958656927
구좌읍,33.554858304551495,126.79678724487614
구좌읍,33.4703752257108,126.7732707978479
구좌읍,33.52265173125263,126.85320382926703
구좌읍,33.555149084378044,126.74854960470654
구좌읍,33.521373529209406,126.85301903314179
구좌읍,33.55330803055959,126.70690861329862
구좌읍,33.49863695409712,126.88931521476925
구좌읍,33.55444815021089,126.74700432677531
구좌읍,33.52223380139936,126.85019174648319
구좌읍,33.52485698148057,126.85044234546201
구좌읍,33.494753707496876,126.74986083640131
구좌읍,33.517664588910506,126.85774201290226
구좌읍,33.53665723700656,126.82131412770543
구좌읍,33.55232459815251,126.78845368032201
구좌읍,33.47217153683186,126.77851848031044
구좌읍,33.55463871421513,126.74650699376843
구좌읍,33.50130127947914,126.84134494950465
구좌읍,33.540018734860865,126.83234844217345
구좌읍,33.519671965866564,126.85286455613311
구좌읍,33.52086157099667,126.85640059946311
구좌읍,33.52328261009767,126.8527863079067
구좌읍,33.5232997516908,126.85295500909173
구좌읍,33.55627612235409,126.75476376727836
구좌읍,33.519993584187404,126.8571040056308
구좌읍,33.484981398137634,126.84754401906324
구좌읍,33.480247965433435,126.77553404058472
구좌읍,33.42777080829777,126.74832237714546
구좌읍,33.48020455682693,126.78032948080502
구좌읍,33.51494898445021,126.81073038600807
구좌읍,33.51543441217962,126.81244813167616
구좌읍,33.4841204141282,126.76448411165258
구좌읍,33.50213745178753,126.75490499061098
구좌읍,33.510966664674804,126.76430359655498
구좌읍,33.54478885886875,126.710479508511
구좌읍,33.46819039330988,126.76547065681045
구좌읍,33.50427181184781,126.90619717783572
구좌읍,33.516298369524534,126.81093791924212
구좌읍,33.53820420101907,126.73694785810999
구좌읍,33.51103575807837,126.85861120422963
구좌읍,33.48932160423435,126.84856771427384
구좌읍,33.504448325931314,126.87000965992091
구좌읍,33.515354647798205,126.8391520811541
구좌읍,33.515844450455155,126.83969075259571
구좌읍,33.51659529171027,126.80966050690633
구좌읍,33.50980721104295,126.76524283291373
구좌읍,33.44179506628108,126.7583116362279
구좌읍,33.492752372061894,126.85140843059615
구좌읍,33.50517919829963,126.81133424421577
구좌읍,33.47503213335616,126.85663140701541
구좌읍,33.465642308095575,126.78507417438145
구좌읍,33.477790383468616,126.7817707411987
구좌읍,33.51262149507911,126.86924600412166
구좌읍,33.50374441714422,126.86849588532301
구좌읍,33.538441897965946,126.74613292246842
구좌읍,33.50708738892371,126.86860063006036
구좌읍,33.485761588653745,126.88672040461141
구좌읍,33.50401081578497,126.8660954840691
구좌읍,33.46177435948907,126.76659911520277
구좌읍,33.462137058787434,126.76731485000307
구좌읍,33.506012785225714,126.81187132314788
구좌읍,33.469347555969904,126.79353243304814
구좌읍,33.481019552682476,126.77548431161439
구좌읍,33.50829478868971,126.83822280023169
구좌읍,33.43313697970001,126.73062950366254
구좌읍,33.460187348817726,126.7728717535175
구좌읍,33.469664581902954,126.76433730156022
구좌읍,33.47810180345706,126.74201408012927
구좌읍,33.50374441714422,126.86849588532301
구좌읍,33.50011062192563,126.8514264667022
구좌읍,33.47365264920593,126.74028346460518
구좌읍,33.50374441714422,126.86849588532301
구좌읍,33.50303630735561,126.86650883987993
구좌읍,33.470279654400905,126.7435561916553
구좌읍,33.50374441714422,126.86849588532301
구좌읍,33.50202704853991,126.83944452015265
구좌읍,33.50168637348294,126.77114513316064
구좌읍,33.528260976431916,126.80520942661512
구좌읍,33.50267609798902,126.86652203065834
구좌읍,33.446366107270855,126.77229640539484
구좌읍,33.446366107270855,126.77229640539484
구좌읍,33.47279028867433,126.75333117079187
구좌읍,33.479416578307784,126.74500502934713
구좌읍,33.50025810988727,126.84657209728788
구좌읍,33.472373908174895,126.75190162867985
